date, pm25, pm10, o3, no2, so2, co, aqi
2020/11/28, , , , , , , 52
2020/11/29, , , , , , , 44
2020/11/30, , , , , , , 52
2020/12/1, , , , , , , 51
2020/12/2, , , , , , , 44
2020/12/3, , , , , , , 50
2020/12/4, , , , , , , 36
2020/12/5, , , , , , , 57
2020/12/6, , , , , , , 55
2020/12/7, , , , , , , 57
2020/12/8, , , , , , , 54
2020/12/9, , , , , , , 54
2020/12/10, , , , , , , 57
2020/12/11, , , , , , , 54
2020/12/12, , , , , , , 52
2020/12/13, , , , , , , 43
2020/12/14, , , , , , , 46
2020/12/15, , , , , , , 49
2020/12/16, , , , , , , 50
2020/12/17, , , , , , , 51
2020/12/18, , , , , , , 41
2020/12/19, , , , , , , 37
2020/12/20, , , , , , , 46
2020/12/21, , , , , , , 40
2020/12/22, , , , , , , 44
2020/12/23, , , , , , , 54
2020/12/24, , , , , , , 56
2020/12/25, , , , , , , 60
2020/12/26, , , , , , , 56
2020/12/27, , , , , , , 43
2020/12/28, , , , , , , 45
2020/12/29, , , , , , , 56
2020/12/30, , , , , , , 59
2020/12/31, , , , , , , 60
2021/1/1, , , , , , , 56
2021/1/2, , , , , , , 53
2021/1/3, , , , , , , 54
2020/7/1, , , , , , , 66
2020/7/2, , , , , , , 65
2020/7/3, , , , , , , 66
2020/7/4, , , , , , , 68
2020/7/5, , , , , , , 70
2020/7/6, , , , , , , 60
2020/7/7, , , , , , , 56
2020/7/8, , , , , , , 49
2020/7/9, , , , , , , 44
2020/7/10, , , , , , , 48
2020/7/11, , , , , , , 57
2020/7/12, , , , , , , 59
2020/7/13, , , , , , , 52
2020/7/14, , , , , , , 54
2020/7/15, , , , , , , 67
2020/7/16, , , , , , , 67
2020/7/17, , , , , , , 62
2020/7/18, , , , , , , 55
2020/7/19, , , , , , , 52
2020/7/20, , , , , , , 63
2020/7/21, , , , , , , 58
2020/7/22, , , , , , , 53
2020/7/23, , , , , , , 49
2020/7/24, , , , , , , 55
2020/7/25, , , , , , , 52
2020/7/26, , , , , , , 49
2020/7/27, , , , , , , 52
2020/7/28, , , , , , , 58
2020/7/29, , , , , , , 57
2020/7/30, , , , , , , 62
2020/7/31, , , , , , , 62
2020/8/1, , , , , , , 46
2020/8/2, , , , , , , 59
2020/8/3, , , , , , , 64
2020/8/4, , , , , , , 72
2020/8/5, , , , , , , 64
2020/8/6, , , , , , , 72
2020/8/7, , , , , , , 91
2020/8/8, , , , , , , 79
2020/8/9, , , , , , , 78
2020/8/10, , , , , , , 78
2020/8/11, , , , , , , 72
2020/8/12, , , , , , , 61
2020/8/13, , , , , , , 61
2020/8/14, , , , , , , 58
2020/8/15, , , , , , , 65
2020/8/16, , , , , , , 80
2020/8/17, , , , , , , 73
2020/8/18, , , , , , , 70
2020/8/19, , , , , , , 73
2020/8/20, , , , , , , 69
2020/8/21, , , , , , , 64
2020/8/22, , , , , , , 61
2020/8/23, , , , , , , 58
2020/8/24, , , , , , , 66
2020/8/25, , , , , , , 66
2020/8/26, , , , , , , 62
2020/8/27, , , , , , , 67
2020/8/28, , , , , , , 64
2020/8/29, , , , , , , 72
2020/8/30, , , , , , , 65
2020/8/31, , , , , , , 66
2020/9/1, , , , , , , 60
2020/9/2, , , , , , , 71
2020/9/3, , , , , , , 70
2020/9/4, , , , , , , 61
2020/9/5, , , , , , , 52
2020/9/6, , , , , , , 55
2020/9/7, , , , , , , 61
2020/9/8, , , , , , , 63
2020/9/9, , , , , , , 58
2020/9/10, , , , , , , 54
2020/9/11, , , , , , , 52
2020/9/12, , , , , , , 37
2020/9/14, , , , , , , 48
2020/9/15, , , , , , , 52
2020/9/16, , , , , , , 57
2020/9/17, , , , , , , 58
2020/9/18, , , , , , , 52
2020/9/19, , , , , , , 53
2020/9/20, , , , , , , 53
2020/9/21, , , , , , , 58
2020/9/22, , , , , , , 56
2020/9/23, , , , , , , 51
2020/9/24, , , , , , , 44
2020/9/25, , , , , , , 46
2020/9/26, , , , , , , 48
2020/9/27, , , , , , , 52
2020/9/28, , , , , , , 51
2020/9/29, , , , , , , 67
2020/9/30, , , , , , , 64
2020/4/1, , , , , , , 59
2020/4/2, , , , , , , 57
2020/4/3, , , , , , , 52
2020/4/4, , , , , , , 47
2020/4/5, , , , , , , 50
2020/4/6, , , , , , , 46
2020/4/7, , , , , , , 53
2020/4/8, , , , , , , 46
2020/4/9, , , , , , , 48
2020/4/10, , , , , , , 54
2020/4/11, , , , , , , 56
2020/4/12, , , , , , , 57
2020/4/13, , , , , , , 54
2020/4/14, , , , , , , 53
2020/4/15, , , , , , , 55
2020/4/16, , , , , , , 49
2020/4/17, , , , , , , 53
2020/4/18, , , , , , , 52
2020/4/19, , , , , , , 52
2020/4/20, , , , , , , 51
2020/4/21, , , , , , , 49
2020/4/22, , , , , , , 49
2020/4/23, , , , , , , 43
2020/4/24, , , , , , , 33
2020/4/25, , , , , , , 34
2020/4/26, , , , , , , 33
2020/4/27, , , , , , , 29
2020/4/28, , , , , , , 33
2020/4/29, , , , , , , 35
2020/4/30, , , , , , , 31
2020/5/1, , , , , , , 35
2020/5/2, , , , , , , 31
2020/5/3, , , , , , , 34
2020/5/4, , , , , , , 47
2020/5/5, , , , , , , 48
2020/5/6, , , , , , , 37
2020/5/7, , , , , , , 44
2020/5/8, , , , , , , 52
2020/5/9, , , , , , , 45
2020/5/10, , , , , , , 52
2020/5/11, , , , , , , 42
2020/5/12, , , , , , , 46
2020/5/13, , , , , , , 46
2020/5/14, , , , , , , 50
2020/5/15, , , , , , , 55
2020/5/16, , , , , , , 54
2020/5/17, , , , , , , 41
2020/5/18, , , , , , , 41
2020/5/19, , , , , , , 56
2020/5/20, , , , , , , 62
2020/5/21, , , , , , , 54
2020/5/22, , , , , , , 52
2020/5/23, , , , , , , 50
2020/5/24, , , , , , , 56
2020/5/25, , , , , , , 45
2020/5/26, , , , , , , 52
2020/5/27, , , , , , , 41
2020/5/28, , , , , , , 41
2020/5/29, , , , , , , 37
2020/5/30, , , , , , , 30
2020/5/31, , , , , , , 43
2020/6/1, , , , , , , 46
2020/6/2, , , , , , , 54
2020/6/3, , , , , , , 52
2020/6/4, , , , , , , 52
2020/6/5, , , , , , , 46
2020/6/6, , , , , , , 45
2020/6/7, , , , , , , 52
2020/6/8, , , , , , , 57
2020/6/9, , , , , , , 53
2020/6/10, , , , , , , 56
2020/6/11, , , , , , , 58
2020/6/12, , , , , , , 58
2020/6/13, , , , , , , 50
2020/6/14, , , , , , , 56
2020/6/15, , , , , , , 60
2020/6/16, , , , , , , 62
2020/6/17, , , , , , , 52
2020/6/18, , , , , , , 56
2020/6/19, , , , , , , 47
2020/6/20, , , , , , , 52
2020/6/21, , , , , , , 55
2020/6/22, , , , , , , 59
2020/6/23, , , , , , , 55
2020/6/24, , , , , , , 54
2020/6/25, , , , , , , 50
2020/6/26, , , , , , , 52
2020/6/27, , , , , , , 60
2020/6/28, , , , , , , 80
2020/6/29, , , , , , , 70
2020/6/30, , , , , , , 73
2020/1/1, , , , , , , 45
2020/1/2, , , , , , , 45
2020/1/3, , , , , , , 45
2020/1/4, , , , , , , 45
2020/1/5, , , , , , , 45
2020/1/6, , , , , , , 45
2020/1/7, , , , , , , 45
2020/1/8, , , , , , , 45
2020/1/9, , , , , , , 45
2020/1/10, , , , , , , 45
2020/1/11, , , , , , , 45
2020/1/12, , , , , , , 45
2020/1/13, , , , , , , 45
2020/1/14, , , , , , , 45
2020/1/15, , , , , , , 45
2020/1/16, , , , , , , 45
2020/1/17, , , , , , , 45
2020/1/18, , , , , , , 58
2020/1/26, , , , , , , 64
2020/1/27, , , , , , , 58
2020/1/28, , , , , , , 56
2020/1/29, , , , , , , 54
2020/1/30, , , , , , , 55
2020/1/31, , , , , , , 53
2020/2/1, , , , , , , 53
2020/2/2, , , , , , , 55
2020/2/3, , , , , , , 59
2020/2/4, , , , , , , 62
2020/2/5, , , , , , , 63
2020/2/6, , , , , , , 58
2020/2/7, , , , , , , 55
2020/2/8, , , , , , , 59
2020/2/9, , , , , , , 62
2020/2/10, , , , , , , 52
2020/2/11, , , , , , , 43
2020/2/12, , , , , , , 54
2020/2/13, , , , , , , 53
2020/2/14, , , , , , , 55
2020/2/15, , , , , , , 51
2020/2/16, , , , , , , 52
2020/2/17, , , , , , , 54
2020/2/18, , , , , , , 55
2020/2/19, , , , , , , 53
2020/2/20, , , , , , , 55
2020/2/21, , , , , , , 53
2020/2/22, , , , , , , 47
2020/2/23, , , , , , , 48
2020/2/24, , , , , , , 44
2020/2/25, , , , , , , 54
2020/2/26, , , , , , , 56
2020/2/27, , , , , , , 57
2020/2/28, , , , , , , 57
2020/2/29, , , , , , , 58
2020/3/1, , , , , , , 57
2020/3/2, , , , , , , 64
2020/3/3, , , , , , , 68
2020/3/4, , , , , , , 63
2020/3/5, , , , , , , 60
2020/3/6, , , , , , , 60
2020/3/7, , , , , , , 59
2020/3/8, , , , , , , 60
2020/3/9, , , , , , , 58
2020/3/10, , , , , , , 56
2020/3/11, , , , , , , 52
2020/3/12, , , , , , , 57
2020/3/13, , , , , , , 63
2020/3/14, , , , , , , 62
2020/3/15, , , , , , , 60
2020/3/16, , , , , , , 55
2020/3/17, , , , , , , 54
2020/3/18, , , , , , , 59
2020/3/19, , , , , , , 57
2020/3/20, , , , , , , 61
2020/3/21, , , , , , , 70
2020/3/22, , , , , , , 68
2020/3/23, , , , , , , 63
2020/3/24, , , , , , , 56
2020/3/25, , , , , , , 62
2020/3/26, , , , , , , 63
2020/3/27, , , , , , , 61
2020/3/28, , , , , , , 57
2020/3/29, , , , , , , 53
2019/10/1, , , , , , , 49
2019/10/2, , , , , , , 53
2019/10/3, , , , , , , 56
2019/10/4, , , , , , , 59
2019/10/5, , , , , , , 64
2019/10/6, , , , , , , 48
2019/10/7, , , , , , , 49
2019/10/8, , , , , , , 55
2019/10/9, , , , , , , 41
2019/10/10, , , , , , , 35
2019/10/11, , , , , , , 37
2019/10/12, , , , , , , 46
2019/10/13, , , , , , , 45
2019/10/14, , , , , , , 41
2019/10/15, , , , , , , 43
2019/10/16, , , , , , , 46
2019/10/17, , , , , , , 54
2019/10/18, , , , , , , 47
2019/10/19, , , , , , , 39
2019/10/20, , , , , , , 47
2019/10/21, , , , , , , 52
2019/10/22, , , , , , , 44
2019/10/23, , , , , , , 47
2019/10/24, , , , , , , 40
2019/10/25, , , , , , , 38
2019/10/26, , , , , , , 43
2019/10/27, , , , , , , 50
2019/10/28, , , , , , , 45
2019/10/29, , , , , , , 48
2019/10/30, , , , , , , 49
2019/10/31, , , , , , , 53
2019/11/1, , , , , , , 44
2019/11/2, , , , , , , 49
2019/11/3, , , , , , , 40
2019/11/4, , , , , , , 36
2019/11/5, , , , , , , 46
2019/11/6, , , , , , , 48
2019/11/7, , , , , , , 45
2019/11/8, , , , , , , 42
2019/11/9, , , , , , , 47
2019/11/10, , , , , , , 47
2019/11/11, , , , , , , 44
2019/11/12, , , , , , , 51
2019/11/13, , , , , , , 57
2019/11/14, , , , , , , 56
2019/11/15, , , , , , , 58
2019/11/16, , , , , , , 54
2019/11/17, , , , , , , 54
2019/11/18, , , , , , , 56
2019/11/19, , , , , , , 47
2019/11/20, , , , , , , 49
2019/11/21, , , , , , , 53
2019/11/22, , , , , , , 57
2019/11/23, , , , , , , 55
2019/11/24, , , , , , , 50
2019/11/25, , , , , , , 50
2019/11/26, , , , , , , 47
2019/11/27, , , , , , , 45
2019/11/28, , , , , , , 51
2019/11/29, , , , , , , 50
2019/11/30, , , , , , , 42
2019/12/1, , , , , , , 45
2019/12/2, , , , , , , 44
2019/12/3, , , , , , , 48
2019/12/4, , , , , , , 49
2019/12/5, , , , , , , 51
2019/12/6, , , , , , , 54
2019/12/7, , , , , , , 53
2019/12/8, , , , , , , 51
2019/12/9, , , , , , , 52
2019/12/10, , , , , , , 55
2019/12/11, , , , , , , 51
2019/12/12, , , , , , , 54
2019/12/13, , , , , , , 54
2019/12/14, , , , , , , 52
2019/12/15, , , , , , , 52
2019/12/16, , , , , , , 47
2019/12/17, , , , , , , 49
2019/12/18, , , , , , , 45
2019/12/19, , , , , , , 45
2019/12/20, , , , , , , 45
2019/12/21, , , , , , , 45
2019/12/22, , , , , , , 45
2019/12/23, , , , , , , 45
2019/12/24, , , , , , , 45
2019/12/25, , , , , , , 45
2019/12/26, , , , , , , 45
2019/12/27, , , , , , , 45
2019/12/28, , , , , , , 45
2019/12/29, , , , , , , 45
2019/7/1, , , , , , , 63
2019/7/2, , , , , , , 66
2019/7/3, , , , , , , 65
2019/7/4, , , , , , , 66
2019/7/5, , , , , , , 77
2019/7/6, , , , , , , 65
2019/7/7, , , , , , , 58
2019/7/8, , , , , , , 60
2019/7/9, , , , , , , 59
2019/7/10, , , , , , , 59
2019/7/11, , , , , , , 55
2019/7/12, , , , , , , 56
2019/7/13, , , , , , , 59
2019/7/14, , , , , , , 63
2019/7/15, , , , , , , 48
2019/7/16, , , , , , , 47
2019/7/17, , , , , , , 51
2019/7/18, , , , , , , 64
2019/7/19, , , , , , , 67
2019/7/20, , , , , , , 66
2019/7/21, , , , , , , 68
2019/7/22, , , , , , , 67
2019/7/23, , , , , , , 59
2019/7/24, , , , , , , 56
2019/7/25, , , , , , , 52
2019/7/26, , , , , , , 63
2019/7/27, , , , , , , 65
2019/7/28, , , , , , , 64
2019/7/29, , , , , , , 69
2019/7/30, , , , , , , 65
2019/7/31, , , , , , , 59
2019/8/1, , , , , , , 55
2019/8/2, , , , , , , 66
2019/8/3, , , , , , , 78
2019/8/4, , , , , , , 80
2019/8/5, , , , , , , 82
2019/8/6, , , , , , , 77
2019/8/7, , , , , , , 73
2019/8/8, , , , , , , 77
2019/8/9, , , , , , , 72
2019/8/10, , , , , , , 64
2019/8/11, , , , , , , 51
2019/8/12, , , , , , , 67
2019/8/13, , , , , , , 64
2019/8/14, , , , , , , 69
2019/8/15, , , , , , , 51
2019/8/16, , , , , , , 52
2019/8/17, , , , , , , 54
2019/8/18, , , , , , , 61
2019/8/19, , , , , , , 62
2019/8/20, , , , , , , 67
2019/8/21, , , , , , , 67
2019/8/22, , , , , , , 52
2019/8/23, , , , , , , 57
2019/8/24, , , , , , , 65
2019/8/25, , , , , , , 53
2019/8/26, , , , , , , 36
2019/8/27, , , , , , , 55
2019/8/28, , , , , , , 54
2019/8/29, , , , , , , 56
2019/8/30, , , , , , , 57
2019/8/31, , , , , , , 63
2019/9/1, , , , , , , 67
2019/9/2, , , , , , , 72
2019/9/3, , , , , , , 79
2019/9/4, , , , , , , 78
2019/9/5, , , , , , , 74
2019/9/6, , , , , , , 71
2019/9/7, , , , , , , 75
2019/9/8, , , , , , , 70
2019/9/9, , , , , , , 65
2019/9/10, , , , , , , 64
2019/9/11, , , , , , , 81
2019/9/12, , , , , , , 90
2019/9/13, , , , , , , 100
2019/9/14, , , , , , , 75
2019/9/15, , , , , , , 53
2019/9/16, , , , , , , 47
2019/9/17, , , , , , , 62
2019/9/18, , , , , , , 156
2019/9/19, , , , , , , 129
2019/9/20, , , , , , , 88
2019/9/21, , , , , , , 78
2019/9/22, , , , , , , 107
2019/9/23, , , , , , , 87
2019/9/24, , , , , , , 78
2019/9/25, , , , , , , 71
2019/9/26, , , , , , , 59
2019/9/27, , , , , , , 57
2019/9/28, , , , , , , 55
2019/9/29, , , , , , , 50
2019/9/30, , , , , , , 48
2019/4/1, , , , , , , 
2019/4/2, , , , , , , 
2019/4/3, , , , , , , 
2019/4/4, , , , , , , 
2019/4/5, , , , , , , 
2019/4/6, , , , , , , 
2019/4/7, , , , , , , 
2019/4/8, , , , , , , 
2019/4/9, , , , , , , 
2019/4/10, , , , , , , 
2019/4/11, , , , , , , 
2019/4/12, , , , , , , 
2019/4/13, , , , , , , 
2019/4/14, , , , , , , 
2019/4/15, , , , , , , 
2019/4/16, , , , , , , 
2019/4/17, , , , , , , 
2019/4/18, , , , , , , 
2019/4/19, , , , , , , 
2019/4/20, , , , , , , 
2019/4/21, , , , , , , 
2019/4/22, , , , , , , 
2019/4/23, , , , , , , 
2019/4/24, , , , , , , 
2019/4/25, , , , , , , 
2019/4/26, , , , , , , 
2019/4/27, , , , , , , 
2019/4/28, , , , , , , 
2019/4/29, , , , , , , 
2019/4/30, , , , , , , 
2019/5/1, , , , , , , 
2019/5/2, , , , , , , 
2019/5/3, , , , , , , 
2019/5/4, , , , , , , 
2019/5/5, , , , , , , 
2019/5/6, , , , , , , 
2019/5/7, , , , , , , 
2019/5/8, , , , , , , 
2019/5/9, , , , , , , 
2019/5/10, , , , , , , 
2019/5/11, , , , , , , 
2019/5/12, , , , , , , 
2019/5/13, , , , , , , 
2019/5/14, , , , , , , 
2019/5/15, , , , , , , 
2019/5/16, , , , , , , 
2019/5/17, , , , , , , 
2019/5/18, , , , , , , 
2019/5/19, , , , , , , 
2019/5/20, , , , , , , 
2019/5/21, , , , , , , 
2019/5/22, , , , , , , 
2019/5/23, , , , , , , 
2019/5/24, , , , , , , 
2019/5/25, , , , , , , 
2019/5/26, , , , , , , 
2019/5/27, , , , , , , 
2019/5/28, , , , , , , 
2019/5/29, , , , , , , 
2019/5/30, , , , , , , 
2019/5/31, , , , , , , 
2019/6/1, , , , , , , 
2019/6/2, , , , , , , 
2019/6/3, , , , , , , 
2019/6/4, , , , , , , 
2019/6/5, , , , , , , 
2019/6/6, , , , , , , 
2019/6/7, , , , , , , 
2019/6/8, , , , , , , 
2019/6/9, , , , , , , 
2019/6/10, , , , , , , 
2019/6/11, , , , , , , 
2019/6/12, , , , , , , 
2019/6/13, , , , , , , 
2019/6/14, , , , , , , 
2019/6/15, , , , , , , 
2019/6/16, , , , , , , 
2019/6/17, , , , , , , 
2019/6/18, , , , , , , 
2019/6/19, , , , , , , 
2019/6/20, , , , , , , 
2019/6/21, , , , , , , 
2019/6/22, , , , , , , 
2019/6/23, , , , , , , 
2019/6/24, , , , , , , 
2019/6/25, , , , , , , 
2019/6/26, , , , , , , 
2019/6/27, , , , , , , 
2019/6/28, , , , , , , 48
2019/6/29, , , , , , , 70
2019/6/30, , , , , , , 72
2019/1/1, , , , , , , 
2019/1/2, , , , , , , 
2019/1/3, , , , , , , 
2019/1/4, , , , , , , 
2019/1/5, , , , , , , 
2019/1/6, , , , , , , 
2019/1/7, , , , , , , 
2019/1/8, , , , , , , 
2019/1/9, , , , , , , 
2019/1/10, , , , , , , 
2019/1/11, , , , , , , 
2019/1/12, , , , , , , 
2019/1/13, , , , , , , 
2019/1/14, , , , , , , 
2019/1/15, , , , , , , 
2019/1/16, , , , , , , 
2019/1/17, , , , , , , 
2019/1/18, , , , , , , 
2019/1/19, , , , , , , 
2019/1/20, , , , , , , 
2019/1/21, , , , , , , 
2019/1/22, , , , , , , 
2019/1/23, , , , , , , 
2019/1/24, , , , , , , 
2019/1/25, , , , , , , 
2019/1/26, , , , , , , 
2019/1/27, , , , , , , 
2019/1/28, , , , , , , 
2019/1/29, , , , , , , 
2019/1/30, , , , , , , 
2019/1/31, , , , , , , 
2019/2/1, , , , , , , 
2019/2/2, , , , , , , 
2019/2/3, , , , , , , 
2019/2/4, , , , , , , 
2019/2/5, , , , , , , 
2019/2/6, , , , , , , 
2019/2/7, , , , , , , 
2019/2/8, , , , , , , 
2019/2/9, , , , , , , 
2019/2/10, , , , , , , 
2019/2/11, , , , , , , 
2019/2/12, , , , , , , 
2019/2/13, , , , , , , 
2019/2/14, , , , , , , 
2019/2/15, , , , , , , 
2019/2/16, , , , , , , 
2019/2/17, , , , , , , 
2019/2/18, , , , , , , 
2019/2/19, , , , , , , 
2019/2/20, , , , , , , 
2019/2/21, , , , , , , 
2019/2/22, , , , , , , 
2019/2/23, , , , , , , 
2019/2/24, , , , , , , 
2019/2/25, , , , , , , 
2019/2/26, , , , , , , 
2019/2/27, , , , , , , 
2019/2/28, , , , , , , 
2019/3/1, , , , , , , 
2019/3/2, , , , , , , 
2019/3/3, , , , , , , 
2019/3/4, , , , , , , 
2019/3/5, , , , , , , 
2019/3/6, , , , , , , 
2019/3/7, , , , , , , 
2019/3/8, , , , , , , 
2019/3/9, , , , , , , 
2019/3/10, , , , , , , 
2019/3/11, , , , , , , 
2019/3/12, , , , , , , 
2019/3/13, , , , , , , 
2019/3/14, , , , , , , 
2019/3/15, , , , , , , 
2019/3/16, , , , , , , 
2019/3/17, , , , , , , 
2019/3/18, , , , , , , 
2019/3/19, , , , , , , 
2019/3/20, , , , , , , 
2019/3/21, , , , , , , 
2019/3/22, , , , , , , 
2019/3/23, , , , , , , 
2019/3/24, , , , , , , 
2019/3/25, , , , , , , 
2019/3/26, , , , , , , 
2019/3/27, , , , , , , 
2019/3/28, , , , , , , 
2019/3/29, , , , , , , 
2019/3/30, , , , , , , 
2019/3/31, , , , , , , 
2018/10/1, , , , , , , 72
2018/10/2, , , , , , , 70
2018/10/3, , , , , , , 55
2018/10/4, , , , , , , 54
2018/10/5, , , , , , , 55
2018/10/6, , , , , , , 60
2018/10/7, , , , , , , 56
2018/10/8, , , , , , , 49
2018/10/9, , , , , , , 46
2018/10/10, , , , , , , 47
2018/10/11, , , , , , , 56
2018/10/12, , , , , , , 59
2018/10/13, , , , , , , 46
2018/10/14, , , , , , , 49
2018/10/15, , , , , , , 51
2018/10/16, , , , , , , 51
2018/10/17, , , , , , , 46
2018/10/18, , , , , , , 46
2018/10/19, , , , , , , 42
2018/10/20, , , , , , , 51
2018/10/21, , , , , , , 54
2018/10/22, , , , , , , 54
2018/10/23, , , , , , , 57
2018/10/24, , , , , , , 56
2018/10/25, , , , , , , 52
2018/10/26, , , , , , , 50
2018/10/27, , , , , , , 52
2018/10/28, , , , , , , 56
2018/10/29, , , , , , , 53
2018/10/30, , , , , , , 57
2018/10/31, , , , , , , 58
2018/11/1, , , , , , , 60
2018/11/2, , , , , , , 56
2018/11/3, , , , , , , 55
2018/11/4, , , , , , , 55
2018/11/5, , , , , , , 56
2018/11/6, , , , , , , 58
2018/11/7, , , , , , , 57
2018/11/8, , , , , , , 58
2018/11/9, , , , , , , 57
2018/11/10, , , , , , , 50
2018/11/11, , , , , , , 53
2018/11/12, , , , , , , 49
2018/11/13, , , , , , , 44
2018/11/14, , , , , , , 50
2018/11/15, , , , , , , 54
2018/11/16, , , , , , , 49
2018/11/17, , , , , , , 55
2018/11/18, , , , , , , 62
2018/11/19, , , , , , , 49
2018/11/20, , , , , , , 52
2018/11/21, , , , , , , 46
2018/11/22, , , , , , , 50
2018/11/23, , , , , , , 46
2018/11/24, , , , , , , 59
2018/11/25, , , , , , , 59
2018/11/26, , , , , , , 57
2018/11/27, , , , , , , 61
2018/11/28, , , , , , , 64
2018/11/29, , , , , , , 67
2018/11/30, , , , , , , 61
2018/12/1, , , , , , , 59
2018/12/2, , , , , , , 56
2018/12/3, , , , , , , 58
2018/12/4, , , , , , , 52
2018/12/5, , , , , , , 48
2018/12/6, , , , , , , 53
2018/12/7, , , , , , , 51
2018/12/8, , , , , , , 49
2018/12/9, , , , , , , 51
2018/12/10, , , , , , , 52
2018/12/11, , , , , , , 48
2018/12/12, , , , , , , 53
2018/12/13, , , , , , , 51
2018/12/14, , , , , , , 54
2018/12/15, , , , , , , 59
2018/12/16, , , , , , , 42
2018/12/17, , , , , , , 42
2018/12/18, , , , , , , 52
2018/12/19, , , , , , , 56
2018/12/20, , , , , , , 53
2018/12/21, , , , , , , 54
2018/12/22, , , , , , , 55
2018/12/23, , , , , , , 56
2018/12/24, , , , , , , 60
2018/12/25, , , , , , , 57
2018/12/26, , , , , , , 56
2018/12/27, , , , , , , 58
2018/12/28, , , , , , , 58
2018/12/29, , , , , , , 55
2018/12/30, , , , , , , 54
2018/7/1, , , , , , , 26
2018/7/2, , , , , , , 21
2018/7/3, , , , , , , 31
2018/7/4, , , , , , , 45
2018/7/5, , , , , , , 45
2018/7/6, , , , , , , 36
2018/7/7, , , , , , , 46
2018/7/8, , , , , , , 50
2018/7/9, , , , , , , 37
2018/7/10, , , , , , , 19
2018/7/11, , , , , , , 30
2018/7/12, , , , , , , 35
2018/7/13, , , , , , , 40
2018/7/14, , , , , , , 44
2018/7/15, , , , , , , 37
2018/7/16, , , , , , , 35
2018/7/17, , , , , , , 42
2018/7/18, , , , , , , 42
2018/7/19, , , , , , , 49
2018/7/20, , , , , , , 42
2018/7/21, , , , , , , 40
2018/7/22, , , , , , , 33
2018/7/23, , , , , , , 42
2018/7/24, , , , , , , 41
2018/7/25, , , , , , , 45
2018/7/26, , , , , , , 44
2018/7/27, , , , , , , 46
2018/7/28, , , , , , , 45
2018/7/29, , , , , , , 43
2018/7/30, , , , , , , 29
2018/7/31, , , , , , , 14
2018/8/1, , , , , , , 24
2018/8/2, , , , , , , 24
2018/8/3, , , , , , , 37
2018/8/4, , , , , , , 41
2018/8/5, , , , , , , 42
2018/8/6, , , , , , , 41
2018/8/7, , , , , , , 47
2018/8/8, , , , , , , 36
2018/8/9, , , , , , , 37
2018/8/10, , , , , , , 35
2018/8/11, , , , , , , 43
2018/8/12, , , , , , , 46
2018/8/13, , , , , , , 48
2018/8/14, , , , , , , 53
2018/8/15, , , , , , , 65
2018/8/16, , , , , , , 92
2018/8/17, , , , , , , 69
2018/8/18, , , , , , , 61
2018/8/19, , , , , , , 75
2018/8/20, , , , , , , 70
2018/8/21, , , , , , , 73
2018/8/22, , , , , , , 58
2018/8/23, , , , , , , 44
2018/8/24, , , , , , , 54
2018/8/25, , , , , , , 63
2018/8/26, , , , , , , 64
2018/8/27, , , , , , , 69
2018/8/28, , , , , , , 71
2018/8/29, , , , , , , 66
2018/8/30, , , , , , , 65
2018/8/31, , , , , , , 65
2018/9/1, , , , , , , 59
2018/9/2, , , , , , , 57
2018/9/3, , , , , , , 57
2018/9/4, , , , , , , 54
2018/9/5, , , , , , , 54
2018/9/6, , , , , , , 44
2018/9/7, , , , , , , 52
2018/9/8, , , , , , , 55
2018/9/9, , , , , , , 55
2018/9/10, , , , , , , 47
2018/9/11, , , , , , , 49
2018/9/12, , , , , , , 51
2018/9/13, , , , , , , 55
2018/9/14, , , , , , , 58
2018/9/15, , , , , , , 49
2018/9/16, , , , , , , 33
2018/9/17, , , , , , , 51
2018/9/18, , , , , , , 58
2018/9/19, , , , , , , 60
2018/9/20, , , , , , , 65
2018/9/21, , , , , , , 61
2018/9/22, , , , , , , 55
2018/9/23, , , , , , , 50
2018/9/24, , , , , , , 53
2018/9/25, , , , , , , 60
2018/9/26, , , , , , , 65
2018/9/27, , , , , , , 68
2018/9/28, , , , , , , 66
2018/9/29, , , , , , , 64
2018/9/30, , , , , , , 65
2018/4/1, , , , , , , 25
2018/4/2, , , , , , , 28
2018/4/3, , , , , , , 28
2018/4/4, , , , , , , 30
2018/4/5, , , , , , , 36
2018/4/6, , , , , , , 38
2018/4/7, , , , , , , 42
2018/4/8, , , , , , , 31
2018/4/9, , , , , , , 29
2018/4/10, , , , , , , 26
2018/4/11, , , , , , , 26
2018/4/12, , , , , , , 30
2018/4/13, , , , , , , 24
2018/4/14, , , , , , , 20
2018/4/15, , , , , , , 22
2018/4/16, , , , , , , 22
2018/4/17, , , , , , , 25
2018/4/18, , , , , , , 26
2018/4/19, , , , , , , 20
2018/4/20, , , , , , , 25
2018/4/21, , , , , , , 23
2018/4/22, , , , , , , 26
2018/4/23, , , , , , , 24
2018/4/24, , , , , , , 19
2018/4/25, , , , , , , 24
2018/4/26, , , , , , , 23
2018/4/27, , , , , , , 23
2018/4/28, , , , , , , 27
2018/4/29, , , , , , , 27
2018/4/30, , , , , , , 20
2018/5/1, , , , , , , 21
2018/5/2, , , , , , , 26
2018/5/3, , , , , , , 24
2018/5/4, , , , , , , 26
2018/5/5, , , , , , , 27
2018/5/6, , , , , , , 26
2018/5/7, , , , , , , 25
